image_path,label,class_name,source_folder
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_6939.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_7671.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\10143.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_9189.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\image_0009.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8263.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8687.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1504.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_677.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_7436.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\IMG_1085.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\maps_diagrams\flood_map_65.jpg,2,maps_diagrams,maps_diagrams
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\23947.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_6438.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2013.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\12311.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\14792.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_6518.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000000785.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\11836.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2811.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_5830.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_7589.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1575.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\2537.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\bowling_0123.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\maps_diagrams\flood_26.jpg,2,maps_diagrams,maps_diagrams
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_3916.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\85.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_73.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_3465.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_7283.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000099024.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_4104.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000260470.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8451.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1039.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1507.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\1303.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2837.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000064359.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_5624.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\warehouse_0481.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\733.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8850.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_9157.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1579.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\4408.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_553.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_914.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_5523.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_6269.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000021503.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_3568.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2318.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2255.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\Places365_val_00000626.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\hiemstra_011_19_.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\14661.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_6151.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_3349.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\Places365_val_00000754.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_5587.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1824.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000065455.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\Places365_val_00000635.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_724.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\maps_diagrams\flood_297.jpg,2,maps_diagrams,maps_diagrams
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\14052.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2813.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\Places365_val_00000766.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\19793.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8686.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_7771.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\14441.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\23232.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\15069.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\Places365_val_00000063.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_7227.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000006471.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_7608.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_5854.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\Places365_val_00000128.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8235.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\4162.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_445.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\18788.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\5191.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1940.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\PO_06_03_3000_41_l.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\4098.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_4573.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2716.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\IMG_2429.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_9012.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8565.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\22854.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1760.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_5767.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\maps_diagrams\flood_97.jpg,2,maps_diagrams,maps_diagrams
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\treppe.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000033368.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\18204.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\11602.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_4491.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_3181.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\7834.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_3713.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8560.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2364.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\maps_diagrams\flood_map_127.jpg,2,maps_diagrams,maps_diagrams
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2919.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\airport_inside_0005.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\maps_diagrams\flood_108.jpg,2,maps_diagrams,maps_diagrams
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\IMG_1682.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\AT_04_05_6000_54_l.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_8884.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_9337.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\14543.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2610.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_6080.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_40.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000031296.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_877.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2117.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000082696.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\11946.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\8255.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\7417.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\6565.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_567.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_4089.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_4242.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\9415.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\hard_negatives\000000024567.jpg,0,non_flood,hard_negatives
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_9219.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_1685.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\10341.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_5591.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\6852.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\14713.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_6427.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_7333.png,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_2449.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_446.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_6354.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_5753.jpg,1,real_flood,real_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\non_flood\18447.jpg,0,non_flood,non_flood
C:\Users\Test1\Desktop\flood_victium_detection\flood_victim_detection_v4\data_v4\real_flood\flood_888.jpg,1,real_flood,real_flood
